City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
241,tuktoyaktuk,69.4541,-133.0374,-25.99999999999997,84,75,3.09,CA,1680973198
242,esperance,-33.8667,121.9,15.210000000000036,84,96,6.06,AU,1680973198
243,kungurtug,50.5994,97.5228,-1.0399999999999636,98,100,0.73,RU,1680973199
244,cuyo,10.8525,121.0086,27.83000000000004,78,86,9.84,PH,1680973199
245,cidreira,-30.1811,-50.2056,22.200000000000045,73,88,4.91,BR,1680973199
246,west bay,19.3667,-81.4167,28.930000000000007,77,40,3.09,KY,1680973199
247,yahotyn,50.2798,31.7625,13.170000000000016,61,99,4.13,UA,1680973199
248,taybad,34.74,60.7756,22.870000000000005,30,80,3.36,IR,1680973199
249,timmins,48.4669,-81.3331,1.900000000000034,41,20,4.12,CA,1680973200
250,hambantota,6.1241,81.1185,27.180000000000007,71,97,3.73,LK,1680973200
251,hojai,26.0,92.8667,25.08000000000004,42,78,2.02,IN,1680973201
252,saint george,37.1041,-113.5841,16.350000000000023,29,0,0.0,US,1680973142
253,severo-kurilsk,50.6789,156.125,2.650000000000034,99,100,1.24,RU,1680973206
254,thompson,55.7435,-97.8558,0.09000000000003183,55,20,5.66,CA,1680973208
255,anadyr,64.75,177.4833,-28.71999999999997,83,20,3.0,RU,1680973216
256,smithers,54.7804,-127.1743,6.180000000000007,49,75,3.09,CA,1680973220
257,port hardy,50.6996,-127.4199,7.0,100,100,4.12,CA,1680973220
258,serenje,-13.2325,30.2352,17.170000000000016,96,99,2.12,ZM,1680973221
259,mount gambier,-37.8333,140.7667,11.57000000000005,68,100,4.27,AU,1680973151
260,san patricio,28.017,-97.5169,16.920000000000016,73,93,3.71,US,1680973233
261,bad orb,50.2279,9.3478,11.490000000000009,83,99,2.88,DE,1680973234
262,faranah,10.0404,-10.7434,35.47000000000003,23,84,4.57,GN,1680973235
263,faanui,-16.4833,-151.75,28.230000000000018,76,13,10.25,PF,1680973236
264,paamiut,61.994,-49.6678,-1.349999999999966,79,66,6.27,GL,1680973237
265,moose factory,51.2585,-80.6094,5.0,35,100,7.2,CA,1680973238
266,ous,60.9058,61.5186,-2.759999999999991,95,30,1.91,RU,1680973239
267,troitskoye,52.9821,84.6757,-5.899999999999977,75,24,3.39,RU,1680973240
268,huangpi,30.8845,114.3779,14.060000000000002,72,0,2.0,CN,1680973241
269,georgetown,5.4112,100.3354,26.970000000000027,89,20,2.06,MY,1680973010
270,dovers,12.8833,-61.1833,27.77000000000004,73,100,8.99,VC,1680973242
271,morgan city,29.6994,-91.2068,20.360000000000014,87,100,3.04,US,1680973225
272,marystown,47.1666,-55.1483,-0.07999999999998408,100,98,4.47,CA,1680973242
273,avera,33.194,-82.5271,8.730000000000018,96,100,6.68,US,1680973243
274,locri,38.2414,16.2623,13.07000000000005,76,41,2.58,IT,1680973243
275,saint-georges,12.0564,-61.7485,28.82000000000005,70,20,10.29,GD,1680973243
276,santa rosa,14.3122,121.1114,27.99000000000001,76,69,4.64,PH,1680973084
